"first_gene" "second_gene" ""
"671" "KLF6" "SRCAP" "2"
"672" "KLF6" "WSB1" "2"
"673" "KLHL20" "MAPK14" "2"
"674" "KLHL20" "RERE" "2"
"675" "KLHL20" "ZNF93" "2"
"676" "KLHL20" "MYLIP" "2"
"677" "KLHL20" "PFKFB2" "2"
"678" "KLHL28" "RAB22A" "2"
"679" "KLHL36" "PTP4A1" "2"
"680" "KMT2A" "MECP2" "2"
"681" "KMT2B" "PDGFB" "2"
"682" "LAMC1" "PRKAR1A" "2"
"683" "LARP1" "MED16" "2"
"684" "LARP1" "PDPK1" "2"
"685" "LARP1" "SGPL1" "2"
"686" "LASP1" "QSOX1" "2"
"687" "LDLR" "NFIB" "2"
"688" "LDLR" "TTC9" "2"
"689" "LEPROT" "RPS15A" "2"
"690" "LEPROT" "TIMP3" "2"
"691" "LIMA1" "OTUD4" "2"
"692" "LIMK1" "PDGFB" "2"
"693" "LIMK1" "TRAPPC10" "2"
"694" "LIMK1" "WASL" "2"
"695" "LMNA" "PTCRA" "2"
"696" "LPGAT1" "RABGAP1L" "2"
"697" "LPIN1" "STIL" "2"
"698" "LPIN1" "TIMP3" "2"
"699" "LPIN1" "PIK3CA" "2"
"700" "LPIN1" "TNPO3" "2"
"701" "LRP12" "UBFD1" "2"
"702" "LRP5" "PACSIN3" "2"
"703" "LSM14A" "RAN" "2"
"704" "LUZP2" "PKMYT1" "2"
"705" "LUZP2" "SOCS6" "2"
"706" "LUZP2" "SPIB" "2"
"707" "LUZP2" "TNFSF12" "2"
"708" "LUZP2" "ZNF780A" "2"
"709" "LUZP2" "RALGAPA1" "2"
"710" "LUZP2" "WSB1" "2"
"711" "LYN" "WTAP" "2"
"712" "LYZ" "SRGN" "2"
"713" "M6PR" "NONO" "2"
"714" "MAP3K12" "PCBP2" "2"
"715" "MAP3K8" "STK17B" "2"
"716" "MAP3K9" "SLC16A9" "2"
"717" "MAP3K9" "TMEM38A" "2"
"718" "MAP3K9" "MRPS6" "2"
"719" "MAPK1" "TLR7" "2"
"720" "MAPK1" "TNFAIP1" "2"
"721" "MAPK14" "PDLIM5" "2"
"722" "MAPK14" "SH3BP5" "2"
"723" "MAPK14" "TRA2B" "2"
"724" "MAPK14" "SIKE1" "2"
"725" "MAPRE3" "ZNF35" "2"
"726" "MARCH4" "SCAMP5" "2"
"727" "MARCH6" "YWHAZ" "2"
"728" "MARCH6" "PRKACB" "2"
"729" "MARCH6" "RNASEH1" "2"
"730" "MARCH6" "UBE3C" "2"
"731" "MBNL1" "N4BP1" "2"
"732" "MCC" "MTMR9" "2"
"733" "MDM2" "OTUD4" "2"
"734" "MDM4" "VEZT" "2"
"735" "MECP2" "ZBTB25" "2"
"736" "MED13" "QARS" "2"
"737" "MED16" "NOC2L" "2"
"738" "MEF2D" "TMEM123" "2"
"739" "MELK" "POLR3G" "2"
"740" "MELK" "RTN2" "2"
"741" "MELK" "RRM2" "2"
"742" "MELK" "TET3" "2"
"743" "MEN1" "UGCG" "2"
"744" "MFHAS1" "SKIL" "2"
"745" "MFN1" "RAB22A" "2"
"746" "MGEA5" "MINK1" "2"
"747" "MGEA5" "SSX2IP" "2"
"748" "MGEA5" "TCF3" "2"
"749" "MGEA5" "ZFYVE26" "2"
"750" "MICB" "NPAS2" "2"
"751" "MINK1" "PAK6" "2"
"752" "MINK1" "TNFRSF21" "2"
"753" "MINK1" "TFAM" "2"
"754" "MKI67" "PCBP2" "2"
"755" "MKI67" "PDPK1" "2"
"756" "MKI67" "YWHAZ" "2"
"757" "MKNK2" "PHTF2" "2"
"758" "MKNK2" "TUBB4B" "2"
"759" "MKRN1" "SPIB" "2"
"760" "MMP2" "WASL" "2"
"761" "MNT" "TRAF3IP2" "2"
"762" "MORF4L1" "TGOLN2" "2"
"763" "MORF4L2" "RBL2" "2"
"764" "MORF4L2" "TMEM64" "2"
"765" "MSH3" "RRAS2" "2"
"766" "MTDH" "TCEB1" "2"
"767" "MTF1" "POLR3G" "2"
"768" "MTF1" "POFUT1" "2"
"769" "MTHFD2" "NR2F6" "2"
"770" "MTMR3" "TIMP3" "2"
"771" "MTMR3" "PTP4A1" "2"
"772" "MTMR3" "YIPF4" "2"
"773" "MTMR3" "RBL2" "2"
"774" "MTPAP" "RPS6KA5" "2"
"775" "MTRF1L" "POLR1B" "2"
"776" "MUC17" "PDE4C" "2"
"777" "MYCBP2" "PCNXL2" "2"
"778" "MYO1D" "NPAS3" "2"
"779" "MYO1F" "TCEA2" "2"
"780" "N4BP1" "TLR7" "2"
"781" "N4BP1" "TBC1D2" "2"
"782" "N4BP1" "TXLNA" "2"
"783" "NABP1" "SLC35F5" "2"
"784" "NAGK" "NME6" "2"
"785" "NAP1L1" "PTGES3" "2"
"786" "NAP1L1" "RFXANK" "2"
"787" "NARS" "PEA15" "2"
"788" "NBR1" "PRKAR1A" "2"
"789" "NCAPD2" "VDAC1" "2"
"790" "NCAPD2" "SMAD3" "2"
"791" "NCAPD2" "UXS1" "2"
"792" "NCOA3" "SOX4" "2"
"793" "NCOA3" "SLC25A46" "2"
"794" "NCOA3" "TPK1" "2"
"795" "NCOA3" "ZBED1" "2"
"796" "NETO2" "WHSC1" "2"
"797" "NFATC2IP" "RNASEH2B" "2"
"798" "NFATC2IP" "ZMYM1" "2"
"799" "NFATC2IP" "ZFYVE26" "2"
"800" "NFIB" "RPS27A" "2"
"801" "NFIB" "SEPT11" "2"
"802" "NFIB" "SOX4" "2"
"803" "NFIB" "TNRC6B" "2"
"804" "NHLRC3" "TNRC6B" "2"
"805" "NONO" "SLC5A3" "2"
"806" "NONO" "TMBIM6" "2"
"807" "NOTCH2" "PITPNA" "2"
"808" "NOTCH2" "SENP1" "2"
"809" "NPAS2" "TCF7L2" "2"
"810" "NPAS2" "YWHAZ" "2"
"811" "NPAS2" "ZBTB25" "2"
"812" "NPAS3" "PRKAR1A" "2"
"813" "NPR1" "TBXA2R" "2"
"814" "NPY4R" "ZNF417" "2"
"815" "NR2C2" "TNRC6B" "2"
"816" "NR2C2" "PTGER4" "2"
"817" "NR2C2" "SMAD3" "2"
"818" "NR2C2" "TNFAIP1" "2"
"819" "NR2C2" "YIPF4" "2"
"820" "NT5C2" "RPL12" "2"
"821" "OLFML2A" "PHF7" "2"
"822" "ORC1" "ZNF331" "2"
"823" "OSTM1" "TMEM242" "2"
"824" "OTUD4" "SPIB" "2"
"825" "OTUD4" "PIK3CA" "2"
"826" "OTUD4" "TSKU" "2"
"827" "OTUD4" "TXNIP" "2"
"828" "PAFAH1B1" "PLXNA1" "2"
"829" "PAFAH1B1" "TMBIM6" "2"
"830" "PAIP1" "SIKE1" "2"
"831" "PAK2" "SOX2" "2"
"832" "PAK6" "WIPF2" "2"
"833" "PANK3" "PRKAR1A" "2"
"834" "PANK3" "RAN" "2"
"835" "PARD3" "TMBIM6" "2"
"836" "PBXIP1" "TWF1" "2"
"837" "PBXIP1" "PRPF8" "2"
"838" "PCBP2" "RBL2" "2"
"839" "PCBP2" "TMEM242" "2"
"840" "PCNXL2" "SLC4A7" "2"
"841" "PCNXL2" "PTGIS" "2"
"842" "PCSK2" "SCP2" "2"
"843" "PDE4C" "TIMM10B" "2"
"844" "PDGFB" "TEFM" "2"
"845" "PDHB" "REST" "2"
"846" "PDLIM5" "SSX2IP" "2"
"847" "PDLIM5" "PVR" "2"
"848" "PDLIM5" "SLK" "2"
"849" "PDLIM7" "VDAC1" "2"
"850" "PDLIM7" "ZBTB7A" "2"
"851" "PDLIM7" "RPA2" "2"
"852" "PDPK1" "TRA2B" "2"
"853" "PDPK1" "PTPRD" "2"
"854" "PDSS2" "RNLS" "2"
"855" "PEX12" "ZNF512B" "2"
"856" "PHLPP2" "TLR7" "2"
"857" "PHLPP2" "TRIP10" "2"
"858" "PHTF2" "RBM12B" "2"
"859" "PHTF2" "TMBIM6" "2"
"860" "PHTF2" "TMED10" "2"
"861" "PIGO" "YTHDC1" "2"
"862" "PIP4K2A" "TXNIP" "2"
"863" "PIP4K2C" "PTGES3" "2"
"864" "PKD2" "THBS1" "2"
"865" "PKMYT1" "SOCS6" "2"
"866" "PKMYT1" "SPIB" "2"
"867" "PKMYT1" "TNFSF12" "2"
"868" "PKMYT1" "ZNF780A" "2"
"869" "PKNOX1" "SLC5A3" "2"
"870" "PKNOX1" "PTP4A1" "2"
"871" "PKNOX1" "SEPT2" "2"
"872" "PLAGL2" "SOCS6" "2"
"873" "PLEKHM1" "POLR3G" "2"
"874" "PLEKHM1" "TCF7L2" "2"
"875" "PLEKHM1" "SKI" "2"
"876" "PLRG1" "RPF2" "2"
"877" "PLXNA1" "ZNF578" "2"
"878" "PLXNA1" "TRAP1" "2"
"879" "POLQ" "TRAPPC10" "2"
"880" "POLQ" "RRAGD" "2"
"881" "POLR1B" "TSR1" "2"
"882" "POLR3F" "WAC" "2"
"883" "POLR3G" "RRM2" "2"
"884" "PPP1CA" "SLC25A44" "2"
"885" "PPP1R15A" "SELE" "2"
"886" "PPP2R1A" "TRA2B" "2"
"887" "PPP2R1A" "VEGFA" "2"
"888" "PPP2R1A" "SLAIN2" "2"
"889" "PPP3R1" "STK17B" "2"
"890" "PPP6R3" "SMAD5" "2"
"891" "PPP6R3" "TRAF3IP2" "2"
"892" "PPP6R3" "TXNIP" "2"
"893" "PRKAR1A" "WSB1" "2"
"894" "PRKCB" "PTP4A1" "2"
"895" "PRKCDBP" "TMEM144" "2"
"896" "PSD3" "SLC4A7" "2"
"897" "PSD3" "SUV420H1" "2"
"898" "PSD3" "TGOLN2" "2"
"899" "PTGES3" "VDAC1" "2"
"900" "PTGFRN" "SORCS2" "2"
"901" "PTPN4" "WSB1" "2"
"902" "PTRF" "TNFAIP1" "2"
"903" "PTTG1" "RRM2" "2"
"904" "QARS" "SGPL1" "2"
"905" "QKI" "TNFRSF21" "2"
"906" "QKI" "RNASEH1" "2"
"907" "QKI" "TCEAL1" "2"
"908" "RAB22A" "RBM12B" "2"
"909" "RAB22A" "TUBB4B" "2"
"910" "RAB5B" "TGOLN2" "2"
"911" "RAB5B" "TMBIM6" "2"
"912" "RABEP1" "WIPF2" "2"
"913" "RABGAP1L" "YIPF4" "2"
"914" "RABGAP1L" "SUGP1" "2"
"915" "RAN" "YWHAZ" "2"
"916" "RAN" "UBE2V2" "2"
"917" "RAPGEF4" "SOCS5" "2"
"918" "RAPGEF4" "SSX2IP" "2"
"919" "RAPGEF4" "ZNF417" "2"
"920" "RB1" "SLK" "2"
"921" "RB1" "YES1" "2"
"922" "RBBP7" "TSR1" "2"
"923" "RBM12B" "ZNF107" "2"
"924" "REV1" "SP4" "2"
"925" "RFK" "ZBTB7A" "2"
"926" "RFXANK" "VEGFA" "2"
"927" "RFXANK" "YOD1" "2"
"928" "RLF" "TSR1" "2"
"929" "RMND1" "SYNDIG1" "2"
"930" "RORA" "SEPT11" "2"
"931" "RPL14" "SOX4" "2"
"932" "RPL14" "RPL7" "2"
"933" "RPL19" "RPS18" "2"
"934" "RPL23A" "RPL37" "2"
"935" "RPL3" "RPS4X" "2"
"936" "RPL37" "RPS27" "2"
"937" "RPS15A" "SLC25A16" "2"
"938" "RPS27A" "TMEM123" "2"
"939" "RPS6KA5" "YWHAZ" "2"
"940" "SCAMP2" "SOCS6" "2"
"941" "SCD" "SMAD3" "2"
"942" "SCGB1D2" "SCGB2A2" "2"
"943" "SEC23A" "WIPF2" "2"
"944" "SEC23A" "ZNF93" "2"
"945" "SELE" "TRAF3IP2" "2"
"946" "SEPT11" "TMSB10" "2"
"947" "SF3B3" "SGSH" "2"
"948" "SGCA" "SLC52A1" "2"
"949" "SH3BP5" "TFAM" "2"
"950" "SH3GLB1" "WAC" "2"
"951" "SH3GLB2" "UBE2S" "2"
"952" "SLC16A9" "TMEM38A" "2"
"953" "SLC25A16" "TIMM8A" "2"
"954" "SLC25A16" "XRCC2" "2"
"955" "SLC25A3" "TCEB1" "2"
"956" "SLC25A3" "TRIOBP" "2"
"957" "SLC4A7" "TXK" "2"
"958" "SLC5A3" "TNFAIP1" "2"
"959" "SLC6A4" "WDR1" "2"
"960" "SLC7A11" "TCF3" "2"
"961" "SLC7A11" "WIPF2" "2"
"962" "SLC7A11" "TBL1XR1" "2"
"963" "SMURF1" "ZBTB7A" "2"
"964" "SOCS5" "WIPF2" "2"
"965" "SOCS6" "SPIB" "2"
"966" "SOCS6" "TNFSF12" "2"
"967" "SOCS6" "ZNF780A" "2"
"968" "SOX4" "TCF3" "2"
"969" "SOX4" "YES1" "2"
"970" "SOX4" "TSPAN6" "2"
"971" "SP4" "ZNF12" "2"
"972" "SPIB" "TNFSF12" "2"
"973" "SPIB" "ZNF780A" "2"
"974" "SPTLC2" "TGOLN2" "2"
"975" "SPTLC2" "WIPF2" "2"
"976" "SPTLC2" "TBL1XR1" "2"
"977" "SREK1IP1" "UBE2V2" "2"
"978" "SRSF7" "TRIOBP" "2"
"979" "SSX2IP" "TMEM134" "2"
"980" "STIL" "UBE2C" "2"
"981" "STK11" "TCF3" "2"
"982" "STX16" "TCF7L2" "2"
"983" "STX6" "VPS26A" "2"
"984" "SUV420H1" "TTC9" "2"
"985" "TACR2" "VWA7" "2"
"986" "TAF9B" "WIPF2" "2"
"987" "TAF9B" "TXK" "2"
"988" "TBC1D17" "VPS26A" "2"
"989" "TBXA2R" "TNFRSF13B" "2"
"990" "TCF3" "TSC2" "2"
"991" "TCF3" "TNFRSF10B" "2"
"992" "TCF4" "TCF7L2" "2"
"993" "TCF4" "WSB1" "2"
"994" "TCF4" "ZBTB25" "2"
"995" "TCF7L2" "TPM4" "2"
"996" "TCF7L2" "TPD52L1" "2"
"997" "TGFB1" "TRAF3IP2" "2"
"998" "TGOLN2" "ZNF174" "2"
"999" "THBS1" "TLR7" "2"
"1000" "TIMM8A" "XRCC2" "2"
"1001" "TIMP3" "ZNF180" "2"
"1002" "TJP1" "TMX3" "2"
"1003" "TLR7" "WIPF2" "2"
"1004" "TNFSF12" "ZNF780A" "2"
"1005" "TNRC6B" "UBE3C" "2"
"1006" "TP53" "ZNF665" "2"
"1007" "TPRG1L" "TRIM8" "2"
"1008" "TRA2B" "YOD1" "2"
"1009" "TRAPPC10" "ZBTB6" "2"
"1010" "TRRAP" "U2SURP" "2"
"1011" "TSC2" "USP48" "2"
"1012" "TSR1" "WDR1" "2"
"1013" "TWF1" "VPS13C" "2"
"1014" "UBE2Q2" "USP48" "2"
"1015" "VEGFA" "VPS13C" "2"
"1016" "VPS13C" "YTHDC1" "2"
"1017" "YWHAZ" "ZNF43" "2"
"1018" "ZBTB5" "ZNF180" "2"
