"first_gene" "second_gene" ""
"672" "ITGB1" "KIF1A" "2"
"673" "ITGB1" "RALGAPA1" "2"
"674" "ITGB1" "RNF146" "2"
"675" "ITGB8" "MINK1" "2"
"676" "ITGB8" "NFATC2IP" "2"
"677" "ITGB8" "SPIB" "2"
"678" "JAG1" "TPM1" "2"
"679" "JAK1" "LAMC1" "2"
"680" "JAK1" "POGK" "2"
"681" "JRK" "SLC15A1" "2"
"682" "KAT2A" "NPAS2" "2"
"683" "KCNB1" "WHSC1" "2"
"684" "KCNB1" "SMAD3" "2"
"685" "KCND3" "PAFAH1B1" "2"
"686" "KCND3" "STX6" "2"
"687" "KCND3" "TFAM" "2"
"688" "KCNJ8" "NCOA3" "2"
"689" "KCNJ8" "TCF7L2" "2"
"690" "KCNJ8" "RNF19B" "2"
"691" "KDM6B" "MNT" "2"
"692" "KDM6B" "SOX4" "2"
"693" "KIAA0101" "PCNX" "2"
"694" "KIAA0101" "RRM2" "2"
"695" "KIAA0922" "KLF6" "2"
"696" "KIAA0922" "PPP1R12B" "2"
"697" "KIAA0922" "ZNF426" "2"
"698" "KIAA1551" "TSR1" "2"
"699" "KIF1A" "MARCH6" "2"
"700" "KIF5C" "MORC1" "2"
"701" "KLF10" "MAP3K8" "2"
"702" "KLF10" "MED13" "2"
"703" "KLF3" "RNF19B" "2"
"704" "KLF5" "SOX2" "2"
"705" "KLF6" "RFXANK" "2"
"706" "KLF6" "TGOLN2" "2"
"707" "KLF6" "SKI" "2"
"708" "KLF6" "SRCAP" "2"
"709" "KLF6" "WSB1" "2"
"710" "KLHL20" "MAPK14" "2"
"711" "KLHL20" "MDM2" "2"
"712" "KLHL20" "RERE" "2"
"713" "KLHL20" "ZNF93" "2"
"714" "KLHL20" "MYLIP" "2"
"715" "KLHL20" "PFKFB2" "2"
"716" "KLHL28" "RAB22A" "2"
"717" "KLHL36" "PTP4A1" "2"
"718" "KMT2A" "MECP2" "2"
"719" "KMT2A" "MTMR3" "2"
"720" "KMT2A" "ZBTB6" "2"
"721" "KMT2A" "PVR" "2"
"722" "KMT2B" "PDGFB" "2"
"723" "LAMC1" "PRKAR1A" "2"
"724" "LARP1" "MED16" "2"
"725" "LARP1" "PDPK1" "2"
"726" "LARP1" "SGPL1" "2"
"727" "LASP1" "QSOX1" "2"
"728" "LDLR" "NFIB" "2"
"729" "LDLR" "TTC9" "2"
"730" "LEPROT" "RPS15A" "2"
"731" "LEPROT" "TIMP3" "2"
"732" "LIMA1" "OTUD4" "2"
"733" "LIMK1" "PDGFB" "2"
"734" "LIMK1" "TRAPPC10" "2"
"735" "LIMK1" "WASL" "2"
"736" "LMNA" "PTCRA" "2"
"737" "LPGAT1" "RABGAP1L" "2"
"738" "LPIN1" "STIL" "2"
"739" "LPIN1" "TIMP3" "2"
"740" "LPIN1" "PIK3CA" "2"
"741" "LPIN1" "TNPO3" "2"
"742" "LRIF1" "RSL1D1" "2"
"743" "LRP12" "UBFD1" "2"
"744" "LRP5" "PACSIN3" "2"
"745" "LSM14A" "RAN" "2"
"746" "LUZP2" "PKMYT1" "2"
"747" "LUZP2" "SOCS6" "2"
"748" "LUZP2" "SPIB" "2"
"749" "LUZP2" "TNFSF12" "2"
"750" "LUZP2" "ZNF780A" "2"
"751" "LUZP2" "RALGAPA1" "2"
"752" "LUZP2" "WSB1" "2"
"753" "LYN" "WTAP" "2"
"754" "LYZ" "SRGN" "2"
"755" "M6PR" "NONO" "2"
"756" "MAP3K12" "PCBP2" "2"
"757" "MAP3K8" "STK17B" "2"
"758" "MAP3K9" "SLC16A9" "2"
"759" "MAP3K9" "TMEM38A" "2"
"760" "MAP3K9" "MRPS6" "2"
"761" "MAPK1" "TLR7" "2"
"762" "MAPK1" "TNFAIP1" "2"
"763" "MAPK14" "PDLIM5" "2"
"764" "MAPK14" "SH3BP5" "2"
"765" "MAPK14" "TRA2B" "2"
"766" "MAPK14" "SIKE1" "2"
"767" "MAPRE3" "ZNF35" "2"
"768" "MARCH4" "SCAMP5" "2"
"769" "MARCH6" "YWHAZ" "2"
"770" "MARCH6" "PRKACB" "2"
"771" "MARCH6" "RNASEH1" "2"
"772" "MARCH6" "UBE3C" "2"
"773" "MBNL1" "N4BP1" "2"
"774" "MCC" "MTMR9" "2"
"775" "MDM2" "OTUD4" "2"
"776" "MDM2" "QKI" "2"
"777" "MDM4" "VEZT" "2"
"778" "MECP2" "ZBTB25" "2"
"779" "MED13" "QARS" "2"
"780" "MED16" "NOC2L" "2"
"781" "MEF2D" "TMEM123" "2"
"782" "MELK" "POLR3G" "2"
"783" "MELK" "RTN2" "2"
"784" "MELK" "RRM2" "2"
"785" "MELK" "TET3" "2"
"786" "MEN1" "UGCG" "2"
"787" "MFHAS1" "SKIL" "2"
"788" "MFN1" "RAB22A" "2"
"789" "MGEA5" "MINK1" "2"
"790" "MGEA5" "SSX2IP" "2"
"791" "MGEA5" "TCF3" "2"
"792" "MGEA5" "ZFYVE26" "2"
"793" "MICB" "NPAS2" "2"
"794" "MINK1" "PAK6" "2"
"795" "MINK1" "TNFRSF21" "2"
"796" "MINK1" "TFAM" "2"
"797" "MKI67" "PCBP2" "2"
"798" "MKI67" "PDPK1" "2"
"799" "MKI67" "YWHAZ" "2"
"800" "MKNK2" "PHTF2" "2"
"801" "MKNK2" "TUBB4B" "2"
"802" "MKRN1" "SPIB" "2"
"803" "MMP2" "WASL" "2"
"804" "MNT" "TRAF3IP2" "2"
"805" "MORF4L1" "TGOLN2" "2"
"806" "MORF4L2" "RBL2" "2"
"807" "MORF4L2" "TMEM64" "2"
"808" "MSH3" "RRAS2" "2"
"809" "MTDH" "TCEB1" "2"
"810" "MTF1" "POLR3G" "2"
"811" "MTF1" "POFUT1" "2"
"812" "MTHFD2" "NR2F6" "2"
"813" "MTMR3" "TIMP3" "2"
"814" "MTMR3" "PTP4A1" "2"
"815" "MTMR3" "YIPF4" "2"
"816" "MTMR3" "RBL2" "2"
"817" "MTPAP" "RPS6KA5" "2"
"818" "MTRF1L" "POLR1B" "2"
"819" "MUC17" "PDE4C" "2"
"820" "MYCBP2" "PCNXL2" "2"
"821" "MYO1D" "NPAS3" "2"
"822" "MYO1F" "TCEA2" "2"
"823" "N4BP1" "TLR7" "2"
"824" "N4BP1" "TBC1D2" "2"
"825" "N4BP1" "TXLNA" "2"
"826" "NABP1" "SLC35F5" "2"
"827" "NAGK" "NME6" "2"
"828" "NAP1L1" "PTGES3" "2"
"829" "NAP1L1" "RFXANK" "2"
"830" "NARS" "PEA15" "2"
"831" "NBR1" "PRKAR1A" "2"
"832" "NCAPD2" "VDAC1" "2"
"833" "NCAPD2" "SMAD3" "2"
"834" "NCAPD2" "UXS1" "2"
"835" "NCOA3" "SOX4" "2"
"836" "NCOA3" "SLC25A46" "2"
"837" "NCOA3" "TPK1" "2"
"838" "NCOA3" "ZBED1" "2"
"839" "NETO2" "WHSC1" "2"
"840" "NFATC2IP" "RNASEH2B" "2"
"841" "NFATC2IP" "ZMYM1" "2"
"842" "NFATC2IP" "ZFYVE26" "2"
"843" "NFIB" "RPS27A" "2"
"844" "NFIB" "SEPT11" "2"
"845" "NFIB" "SOX4" "2"
"846" "NFIB" "TNRC6B" "2"
"847" "NHLRC3" "TNRC6B" "2"
"848" "NONO" "SLC5A3" "2"
"849" "NONO" "TMBIM6" "2"
"850" "NOTCH2" "PITPNA" "2"
"851" "NOTCH2" "SENP1" "2"
"852" "NPAS2" "TCF7L2" "2"
"853" "NPAS2" "YWHAZ" "2"
"854" "NPAS2" "ZBTB25" "2"
"855" "NPAS3" "PRKAR1A" "2"
"856" "NPR1" "TBXA2R" "2"
"857" "NPY4R" "ZNF417" "2"
"858" "NR2C2" "TNRC6B" "2"
"859" "NR2C2" "PTGER4" "2"
"860" "NR2C2" "SMAD3" "2"
"861" "NR2C2" "TNFAIP1" "2"
"862" "NR2C2" "YIPF4" "2"
"863" "NT5C2" "RPL12" "2"
"864" "OLFML2A" "PHF7" "2"
"865" "ORC1" "ZNF331" "2"
"866" "OSTM1" "TMEM242" "2"
"867" "OTUD4" "SPIB" "2"
"868" "OTUD4" "PIK3CA" "2"
"869" "OTUD4" "TSKU" "2"
"870" "OTUD4" "TXNIP" "2"
"871" "PAFAH1B1" "PLXNA1" "2"
"872" "PAFAH1B1" "TMBIM6" "2"
"873" "PAIP1" "PTEN" "2"
"874" "PAIP1" "SIKE1" "2"
"875" "PAK2" "SOX2" "2"
"876" "PAK6" "WIPF2" "2"
"877" "PANK3" "PRKAR1A" "2"
"878" "PANK3" "RAN" "2"
"879" "PARD3" "TMBIM6" "2"
"880" "PBXIP1" "TWF1" "2"
"881" "PBXIP1" "PRPF8" "2"
"882" "PCBP2" "RBL2" "2"
"883" "PCBP2" "TMEM242" "2"
"884" "PCNXL2" "SLC4A7" "2"
"885" "PCNXL2" "PTGIS" "2"
"886" "PCSK2" "SCP2" "2"
"887" "PDE4C" "TIMM10B" "2"
"888" "PDGFB" "TEFM" "2"
"889" "PDHB" "REST" "2"
"890" "PDLIM5" "SSX2IP" "2"
"891" "PDLIM5" "PVR" "2"
"892" "PDLIM5" "SLK" "2"
"893" "PDLIM7" "VDAC1" "2"
"894" "PDLIM7" "ZBTB7A" "2"
"895" "PDLIM7" "RPA2" "2"
"896" "PDPK1" "TRA2B" "2"
"897" "PDPK1" "PTPRD" "2"
"898" "PDSS2" "RNLS" "2"
"899" "PEX12" "ZNF512B" "2"
"900" "PHLPP2" "TLR7" "2"
"901" "PHLPP2" "TRIP10" "2"
"902" "PHTF2" "RBM12B" "2"
"903" "PHTF2" "TMBIM6" "2"
"904" "PHTF2" "TMED10" "2"
"905" "PIGO" "YTHDC1" "2"
"906" "PIP4K2A" "TXNIP" "2"
"907" "PIP4K2C" "PTGES3" "2"
"908" "PKD2" "THBS1" "2"
"909" "PKMYT1" "SOCS6" "2"
"910" "PKMYT1" "SPIB" "2"
"911" "PKMYT1" "TNFSF12" "2"
"912" "PKMYT1" "ZNF780A" "2"
"913" "PKNOX1" "SLC5A3" "2"
"914" "PKNOX1" "PTP4A1" "2"
"915" "PKNOX1" "SEPT2" "2"
"916" "PLAG1" "RUNX3" "2"
"917" "PLAG1" "WWC1" "2"
"918" "PLAGL2" "SOCS6" "2"
"919" "PLEKHM1" "POLR3G" "2"
"920" "PLEKHM1" "TCF7L2" "2"
"921" "PLEKHM1" "SKI" "2"
"922" "PLRG1" "RPF2" "2"
"923" "PLXNA1" "ZNF578" "2"
"924" "PLXNA1" "TRAP1" "2"
"925" "POLQ" "TRAPPC10" "2"
"926" "POLQ" "RRAGD" "2"
"927" "POLR1B" "TSR1" "2"
"928" "POLR3F" "WAC" "2"
"929" "POLR3G" "RRM2" "2"
"930" "PPP1CA" "SLC25A44" "2"
"931" "PPP1R15A" "SELE" "2"
"932" "PPP2R1A" "TRA2B" "2"
"933" "PPP2R1A" "VEGFA" "2"
"934" "PPP2R1A" "SLAIN2" "2"
"935" "PPP3R1" "STK17B" "2"
"936" "PPP6R3" "SMAD5" "2"
"937" "PPP6R3" "TRAF3IP2" "2"
"938" "PPP6R3" "TXNIP" "2"
"939" "PRKAR1A" "WSB1" "2"
"940" "PRKCB" "PTP4A1" "2"
"941" "PRKCDBP" "TMEM144" "2"
"942" "PSD3" "SLC4A7" "2"
"943" "PSD3" "SUV420H1" "2"
"944" "PSD3" "TGOLN2" "2"
"945" "PTEN" "THBS1" "2"
"946" "PTEN" "RBL2" "2"
"947" "PTGES3" "VDAC1" "2"
"948" "PTGFRN" "SORCS2" "2"
"949" "PTPN4" "WSB1" "2"
"950" "PTRF" "TNFAIP1" "2"
"951" "PTTG1" "RRM2" "2"
"952" "QARS" "SGPL1" "2"
"953" "QKI" "STX6" "2"
"954" "QKI" "TNFRSF21" "2"
"955" "QKI" "RNASEH1" "2"
"956" "QKI" "TCEAL1" "2"
"957" "RAB22A" "RBM12B" "2"
"958" "RAB22A" "TUBB4B" "2"
"959" "RAB5B" "TGOLN2" "2"
"960" "RAB5B" "TMBIM6" "2"
"961" "RABEP1" "WIPF2" "2"
"962" "RABGAP1L" "YIPF4" "2"
"963" "RABGAP1L" "SUGP1" "2"
"964" "RAN" "YWHAZ" "2"
"965" "RAN" "UBE2V2" "2"
"966" "RAPGEF4" "SOCS5" "2"
"967" "RAPGEF4" "SSX2IP" "2"
"968" "RAPGEF4" "ZNF417" "2"
"969" "RB1" "SLK" "2"
"970" "RB1" "YES1" "2"
"971" "RBBP7" "TSR1" "2"
"972" "RBM12B" "ZNF107" "2"
"973" "REV1" "SP4" "2"
"974" "RFK" "ZBTB7A" "2"
"975" "RFXANK" "VEGFA" "2"
"976" "RFXANK" "YOD1" "2"
"977" "RLF" "TSR1" "2"
"978" "RMND1" "SYNDIG1" "2"
"979" "RORA" "SEPT11" "2"
"980" "RPL14" "SOX4" "2"
"981" "RPL14" "RPL7" "2"
"982" "RPL19" "RPS18" "2"
"983" "RPL23A" "RPL37" "2"
"984" "RPL3" "RPS4X" "2"
"985" "RPL37" "RPS27" "2"
"986" "RPS15A" "SLC25A16" "2"
"987" "RPS27A" "TMEM123" "2"
"988" "RPS6KA5" "YWHAZ" "2"
"989" "SCAMP2" "SOCS6" "2"
"990" "SCD" "SMAD3" "2"
"991" "SCGB1D2" "SCGB2A2" "2"
"992" "SEC23A" "WIPF2" "2"
"993" "SEC23A" "ZNF93" "2"
"994" "SELE" "TRAF3IP2" "2"
"995" "SEPT11" "TMSB10" "2"
"996" "SF3B3" "SGSH" "2"
"997" "SGCA" "SLC52A1" "2"
"998" "SH3BP5" "TFAM" "2"
"999" "SH3GLB1" "WAC" "2"
"1000" "SH3GLB2" "UBE2S" "2"
"1001" "SLC16A9" "TMEM38A" "2"
"1002" "SLC25A16" "TIMM8A" "2"
"1003" "SLC25A16" "XRCC2" "2"
"1004" "SLC25A3" "TCEB1" "2"
"1005" "SLC25A3" "TRIOBP" "2"
"1006" "SLC4A7" "TXK" "2"
"1007" "SLC5A3" "TNFAIP1" "2"
"1008" "SLC6A4" "WDR1" "2"
"1009" "SLC7A11" "TCF3" "2"
"1010" "SLC7A11" "WIPF2" "2"
"1011" "SLC7A11" "TBL1XR1" "2"
"1012" "SMURF1" "ZBTB7A" "2"
"1013" "SOCS5" "WIPF2" "2"
"1014" "SOCS6" "SPIB" "2"
"1015" "SOCS6" "TNFSF12" "2"
"1016" "SOCS6" "ZNF780A" "2"
"1017" "SOX4" "TCF3" "2"
"1018" "SOX4" "YES1" "2"
"1019" "SOX4" "TSPAN6" "2"
"1020" "SP4" "ZNF12" "2"
"1021" "SPIB" "TNFSF12" "2"
"1022" "SPIB" "ZNF780A" "2"
"1023" "SPTLC2" "TGOLN2" "2"
"1024" "SPTLC2" "WIPF2" "2"
"1025" "SPTLC2" "TBL1XR1" "2"
"1026" "SREK1IP1" "UBE2V2" "2"
"1027" "SRSF7" "TRIOBP" "2"
"1028" "SSX2IP" "TMEM134" "2"
"1029" "STIL" "UBE2C" "2"
"1030" "STK11" "TCF3" "2"
"1031" "STX16" "TCF7L2" "2"
"1032" "STX6" "VPS26A" "2"
"1033" "SUV420H1" "TTC9" "2"
"1034" "TACR2" "VWA7" "2"
"1035" "TAF9B" "WIPF2" "2"
"1036" "TAF9B" "TXK" "2"
"1037" "TBC1D17" "VPS26A" "2"
"1038" "TBXA2R" "TNFRSF13B" "2"
"1039" "TCF3" "TSC2" "2"
"1040" "TCF3" "TNFRSF10B" "2"
"1041" "TCF4" "TCF7L2" "2"
"1042" "TCF4" "WSB1" "2"
"1043" "TCF4" "ZBTB25" "2"
"1044" "TCF7L2" "TPM4" "2"
"1045" "TCF7L2" "TFAM" "2"
"1046" "TCF7L2" "TPD52L1" "2"
"1047" "TGFB1" "TRAF3IP2" "2"
"1048" "TGOLN2" "ZNF174" "2"
"1049" "THBS1" "TLR7" "2"
"1050" "TIMM8A" "XRCC2" "2"
"1051" "TIMP3" "ZNF180" "2"
"1052" "TJP1" "TMX3" "2"
"1053" "TLR7" "WIPF2" "2"
"1054" "TNFSF12" "ZNF780A" "2"
"1055" "TNRC6B" "UBE3C" "2"
"1056" "TP53" "ZNF665" "2"
"1057" "TPRG1L" "TRIM8" "2"
"1058" "TRA2B" "YOD1" "2"
"1059" "TRAPPC10" "ZBTB6" "2"
"1060" "TRRAP" "U2SURP" "2"
"1061" "TSC2" "USP48" "2"
"1062" "TSR1" "WDR1" "2"
"1063" "TWF1" "VPS13C" "2"
"1064" "UBE2Q2" "USP48" "2"
"1065" "VEGFA" "VPS13C" "2"
"1066" "VPS13C" "YTHDC1" "2"
"1067" "YWHAZ" "ZNF43" "2"
"1068" "ZBTB5" "ZNF180" "2"
